node1,node2
457,466
232,269
269,232
466,457
381,377
439,424
498,444
292,237
377,381
487,472
266,207
259,333
419,493
424,439
237,292
228,244
265,354
328,204
485,450
207,266
273,254
244,228
444,498
472,487
346,248
354,265
416,432
254,273
450,485
204,328
333,259
270,215
248,346
493,419
348,256
215,270
454,496
288,382
360,309
256,348
491,489
309,360
432,416
235,261
496,454
316,200
294,352
261,235
499,481
382,288
352,294
200,316
320,356
388,220
216,343
489,491
356,320
481,499
463,463
390,226
220,388
421,411
384,341
478,475
343,216
341,384
283,299
423,464
226,390
247,240
486,401
475,478
299,283
476,494
240,247
470,441
411,421
205,241
364,394
464,423
383,252
252,383
241,205
488,458
401,486
441,470
394,364
458,488
365,245
366,362
376,331
467,443
460,477
362,366
245,365
405,492
494,476
448,456
443,467
227,291
